wine_index,type,quality,attribute,value
389,white,6,chlorides,0.047
389,white,6,free_sulfur_dioxide,37
389,white,6,total_sulfur_dioxide,136
389,white,6,density,0.9938
389,white,6,pH,2.95
389,white,6,sulphates,0.4
389,white,6,alcohol,9.4
390,white,5,fixed_acidity,6.6
390,white,5,volatile_acidity,0.32
390,white,5,citric_acid,0.26
390,white,5,residual_sugar,7.7
390,white,5,chlorides,0.054
390,white,5,free_sulfur_dioxide,56
390,white,5,total_sulfur_dioxide,209
390,white,5,density,0.9961
390,white,5,pH,3.17
390,white,5,sulphates,0.45
390,white,5,alcohol,8.8
391,white,5,fixed_acidity,7.5
391,white,5,volatile_acidity,0.27
391,white,5,citric_acid,0.36
391,white,5,residual_sugar,7
391,white,5,chlorides,0.036
391,white,5,free_sulfur_dioxide,45
391,white,5,total_sulfur_dioxide,164
391,white,5,density,0.9939
391,white,5,pH,3.03
391,white,5,sulphates,0.33
391,white,5,alcohol,11
392,white,6,fixed_acidity,5.2
392,white,6,volatile_acidity,0.34
392,white,6,citric_acid,0.37
392,white,6,residual_sugar,6.2
392,white,6,chlorides,0.031
392,white,6,free_sulfur_dioxide,42
392,white,6,total_sulfur_dioxide,133
392,white,6,density,0.99076
392,white,6,pH,3.25
392,white,6,sulphates,0.41
392,white,6,alcohol,12.5
393,white,5,fixed_acidity,6
393,white,5,volatile_acidity,0.45
393,white,5,citric_acid,0.65
393,white,5,residual_sugar,9.7
393,white,5,chlorides,0.08
393,white,5,free_sulfur_dioxide,11
393,white,5,total_sulfur_dioxide,159
393,white,5,density,0.9956
393,white,5,pH,3.04
393,white,5,sulphates,0.48
393,white,5,alcohol,9.4
394,white,5,fixed_acidity,9.7
394,white,5,volatile_acidity,0.14
394,white,5,citric_acid,0.59
394,white,5,residual_sugar,1.5
394,white,5,chlorides,0.049
394,white,5,free_sulfur_dioxide,23
394,white,5,total_sulfur_dioxide,142
394,white,5,density,0.9958
394,white,5,pH,2.98
394,white,5,sulphates,0.62
394,white,5,alcohol,9.5
395,white,6,fixed_acidity,6.5
395,white,6,volatile_acidity,0.2
395,white,6,citric_acid,0.35
395,white,6,residual_sugar,3.9
395,white,6,chlorides,0.04
395,white,6,free_sulfur_dioxide,27
395,white,6,total_sulfur_dioxide,140
395,white,6,density,0.99102
395,white,6,pH,2.98
395,white,6,sulphates,0.53
395,white,6,alcohol,11.8
396,white,5,fixed_acidity,6.5
396,white,5,volatile_acidity,0.22
396,white,5,citric_acid,0.25
396,white,5,residual_sugar,17.1
396,white,5,chlorides,0.05
396,white,5,free_sulfur_dioxide,44
396,white,5,total_sulfur_dioxide,138
396,white,5,density,1.0001
396,white,5,pH,3.3
396,white,5,sulphates,0.37
396,white,5,alcohol,8.8
397,white,6,fixed_acidity,6.5
397,white,6,volatile_acidity,0.22
397,white,6,citric_acid,0.34
397,white,6,residual_sugar,12
397,white,6,chlorides,0.053
397,white,6,free_sulfur_dioxide,55
397,white,6,total_sulfur_dioxide,177
397,white,6,density,0.9983
397,white,6,pH,3.52
397,white,6,sulphates,0.44
397,white,6,alcohol,9.9
398,white,8,fixed_acidity,7.1
398,white,8,volatile_acidity,0.45
398,white,8,citric_acid,0.24
398,white,8,residual_sugar,2.7
398,white,8,chlorides,0.04
398,white,8,free_sulfur_dioxide,24
398,white,8,total_sulfur_dioxide,87
398,white,8,density,0.98862
398,white,8,pH,2.94
398,white,8,sulphates,0.38
398,white,8,alcohol,13.4
399,white,6,fixed_acidity,7.1
399,white,6,volatile_acidity,0.25
399,white,6,citric_acid,0.32
399,white,6,residual_sugar,10.3
399,white,6,chlorides,0.041
399,white,6,free_sulfur_dioxide,66
399,white,6,total_sulfur_dioxide,272
399,white,6,density,0.9969
399,white,6,pH,3.17
399,white,6,sulphates,0.52
399,white,6,alcohol,9.1
400,white,5,fixed_acidity,7
400,white,5,volatile_acidity,0.35
400,white,5,citric_acid,0.31
400,white,5,residual_sugar,1.8
400,white,5,chlorides,0.069
400,white,5,free_sulfur_dioxide,15
400,white,5,total_sulfur_dioxide,162
400,white,5,density,0.9944
400,white,5,pH,3.18
400,white,5,sulphates,0.47
400,white,5,alcohol,9.4
401,white,4,fixed_acidity,6
401,white,4,volatile_acidity,0.615
401,white,4,citric_acid,0.04
401,white,4,residual_sugar,0.8
401,white,4,chlorides,0.032
401,white,4,free_sulfur_dioxide,8
401,white,4,total_sulfur_dioxide,50
401,white,4,density,0.99036
401,white,4,pH,3.14
401,white,4,sulphates,0.4
401,white,4,alcohol,11
402,white,7,fixed_acidity,7
402,white,7,volatile_acidity,0.35
402,white,7,citric_acid,0.3
402,white,7,residual_sugar,6.5
402,white,7,chlorides,0.028
402,white,7,free_sulfur_dioxide,27
402,white,7,total_sulfur_dioxide,87
402,white,7,density,0.9936
402,white,7,pH,3.4
402,white,7,sulphates,0.42
402,white,7,alcohol,11.4
403,white,6,fixed_acidity,6.7
403,white,6,volatile_acidity,0.16
403,white,6,citric_acid,0.34
403,white,6,residual_sugar,1.6
403,white,6,chlorides,0.026
403,white,6,free_sulfur_dioxide,27
403,white,6,total_sulfur_dioxide,109
403,white,6,density,0.9934
403,white,6,pH,3.34
403,white,6,sulphates,0.58
403,white,6,alcohol,10.1
404,white,4,fixed_acidity,6.8
404,white,4,volatile_acidity,0.32
404,white,4,citric_acid,0.34
404,white,4,residual_sugar,1.2
404,white,4,chlorides,0.044
404,white,4,free_sulfur_dioxide,14
404,white,4,total_sulfur_dioxide,67
404,white,4,density,0.9919
404,white,4,pH,3.05
404,white,4,sulphates,0.47
404,white,4,alcohol,10.6
405,white,5,fixed_acidity,7.1
405,white,5,volatile_acidity,0.2
405,white,5,citric_acid,0.37
405,white,5,residual_sugar,1.5
405,white,5,chlorides,0.049
405,white,5,free_sulfur_dioxide,28
405,white,5,total_sulfur_dioxide,129
405,white,5,density,0.99226
405,white,5,pH,3.15
405,white,5,sulphates,0.52
405,white,5,alcohol,10.8
406,white,5,fixed_acidity,8.9
406,white,5,volatile_acidity,0.32
406,white,5,citric_acid,0.49
406,white,5,residual_sugar,1.6
406,white,5,chlorides,0.05
406,white,5,free_sulfur_dioxide,17
406,white,5,total_sulfur_dioxide,131
406,white,5,density,0.9956
406,white,5,pH,3.13
406,white,5,sulphates,0.34
406,white,5,alcohol,9.4
407,white,6,fixed_acidity,6
407,white,6,volatile_acidity,0.19
407,white,6,citric_acid,0.29
407,white,6,residual_sugar,1.2
407,white,6,chlorides,0.046
407,white,6,free_sulfur_dioxide,29
407,white,6,total_sulfur_dioxide,92
407,white,6,density,0.99033
407,white,6,pH,3.22
407,white,6,sulphates,0.53
407,white,6,alcohol,11.3
408,white,6,fixed_acidity,6.3
408,white,6,volatile_acidity,0.22
408,white,6,citric_acid,0.57
408,white,6,residual_sugar,1.4
408,white,6,chlorides,0.208
408,white,6,free_sulfur_dioxide,14
408,white,6,total_sulfur_dioxide,96
408,white,6,density,0.9932
408,white,6,pH,3.16
408,white,6,sulphates,0.43
408,white,6,alcohol,10
409,white,5,fixed_acidity,6.3
409,white,5,volatile_acidity,0.305
409,white,5,citric_acid,0.22
409,white,5,residual_sugar,16
409,white,5,chlorides,0.061
409,white,5,free_sulfur_dioxide,26
409,white,5,total_sulfur_dioxide,141
409,white,5,density,0.99824
409,white,5,pH,3.08
409,white,5,sulphates,0.5
409,white,5,alcohol,9.1
410,red,6,fixed_acidity,9
410,red,6,volatile_acidity,0.36
410,red,6,citric_acid,0.52
410,red,6,residual_sugar,2.1
410,red,6,chlorides,0.111
410,red,6,free_sulfur_dioxide,5
410,red,6,total_sulfur_dioxide,10
410,red,6,density,0.99568
410,red,6,pH,3.31
410,red,6,sulphates,0.62
410,red,6,alcohol,11.3
411,white,5,fixed_acidity,7.4
411,white,5,volatile_acidity,0.32
411,white,5,citric_acid,0.27
411,white,5,residual_sugar,1.4
411,white,5,chlorides,0.049
411,white,5,free_sulfur_dioxide,38
411,white,5,total_sulfur_dioxide,173
411,white,5,density,0.99335
411,white,5,pH,3.03
411,white,5,sulphates,0.52
411,white,5,alcohol,9.3
412,white,6,fixed_acidity,6.4
412,white,6,volatile_acidity,0.16
412,white,6,citric_acid,0.42
412,white,6,residual_sugar,1
412,white,6,chlorides,0.036
412,white,6,free_sulfur_dioxide,29
412,white,6,total_sulfur_dioxide,113
412,white,6,density,0.9908
412,white,6,pH,3.18
412,white,6,sulphates,0.52
412,white,6,alcohol,11
413,red,6,fixed_acidity,13.3
413,red,6,volatile_acidity,0.34
413,red,6,citric_acid,0.52
413,red,6,residual_sugar,3.2
413,red,6,chlorides,0.094
413,red,6,free_sulfur_dioxide,17
413,red,6,total_sulfur_dioxide,53
413,red,6,density,1.0014
413,red,6,pH,3.05
413,red,6,sulphates,0.81
413,red,6,alcohol,9.5
414,red,5,fixed_acidity,10
414,red,5,volatile_acidity,0.29
414,red,5,citric_acid,0.4
414,red,5,residual_sugar,2.9
414,red,5,chlorides,0.098
414,red,5,free_sulfur_dioxide,10
414,red,5,total_sulfur_dioxide,26
414,red,5,density,1.0006
414,red,5,pH,3.48
414,red,5,sulphates,0.91
414,red,5,alcohol,9.7
415,white,7,fixed_acidity,6.4
415,white,7,volatile_acidity,0.15
415,white,7,citric_acid,0.44
415,white,7,residual_sugar,1.2
415,white,7,chlorides,0.043
415,white,7,free_sulfur_dioxide,67
415,white,7,total_sulfur_dioxide,150
415,white,7,density,0.9907
415,white,7,pH,3.14
415,white,7,sulphates,0.73
415,white,7,alcohol,11.2
416,white,6,fixed_acidity,6.1
416,white,6,volatile_acidity,0.19
416,white,6,citric_acid,0.37
416,white,6,residual_sugar,2.6
416,white,6,chlorides,0.041
416,white,6,free_sulfur_dioxide,24
416,white,6,total_sulfur_dioxide,99
416,white,6,density,0.99153
416,white,6,pH,3.18
416,white,6,sulphates,0.5
416,white,6,alcohol,10.9
417,white,6,fixed_acidity,7.3
417,white,6,volatile_acidity,0.2
417,white,6,citric_acid,0.29
417,white,6,residual_sugar,19.5
417,white,6,chlorides,0.039
417,white,6,free_sulfur_dioxide,69
417,white,6,total_sulfur_dioxide,237
417,white,6,density,1.00037
417,white,6,pH,3.1
417,white,6,sulphates,0.48
417,white,6,alcohol,9.2
418,white,7,fixed_acidity,7.4
418,white,7,volatile_acidity,0.16
418,white,7,citric_acid,0.27
418,white,7,residual_sugar,15.5
418,white,7,chlorides,0.05
418,white,7,free_sulfur_dioxide,25
418,white,7,total_sulfur_dioxide,135
418,white,7,density,0.9984
418,white,7,pH,2.9
418,white,7,sulphates,0.43
418,white,7,alcohol,8.7
419,red,7,fixed_acidity,6.1
419,red,7,volatile_acidity,0.4
419,red,7,citric_acid,0.16
419,red,7,residual_sugar,1.8
419,red,7,chlorides,0.069
419,red,7,free_sulfur_dioxide,11
419,red,7,total_sulfur_dioxide,25
419,red,7,density,0.9955
419,red,7,pH,3.42
419,red,7,sulphates,0.74
419,red,7,alcohol,10.1
420,white,5,fixed_acidity,8.2
420,white,5,volatile_acidity,0.28
420,white,5,citric_acid,0.42
420,white,5,residual_sugar,1.8
420,white,5,chlorides,0.031
420,white,5,free_sulfur_dioxide,30
420,white,5,total_sulfur_dioxide,93
420,white,5,density,0.9917
420,white,5,pH,3.09
420,white,5,sulphates,0.39
420,white,5,alcohol,11.4
421,white,6,fixed_acidity,7.3
421,white,6,volatile_acidity,0.26
421,white,6,citric_acid,0.32
421,white,6,residual_sugar,1.2
421,white,6,chlorides,0.041
421,white,6,free_sulfur_dioxide,29
421,white,6,total_sulfur_dioxide,94
421,white,6,density,0.98978
421,white,6,pH,3.07
421,white,6,sulphates,0.45
421,white,6,alcohol,12
422,white,5,fixed_acidity,5.9
422,white,5,volatile_acidity,0.44
422,white,5,citric_acid,0.33
422,white,5,residual_sugar,1.2
422,white,5,chlorides,0.049
422,white,5,free_sulfur_dioxide,12
422,white,5,total_sulfur_dioxide,117
422,white,5,density,0.99134
422,white,5,pH,3.46
422,white,5,sulphates,0.44
422,white,5,alcohol,11.5
423,red,5,fixed_acidity,8.4
423,red,5,volatile_acidity,1.035
423,red,5,citric_acid,0.15
423,red,5,residual_sugar,6
423,red,5,chlorides,0.073
423,red,5,free_sulfur_dioxide,11
423,red,5,total_sulfur_dioxide,54
423,red,5,density,0.999
423,red,5,pH,3.37
423,red,5,sulphates,0.49
423,red,5,alcohol,9.9
424,white,5,fixed_acidity,7.6
424,white,5,volatile_acidity,0.29
424,white,5,citric_acid,0.42
424,white,5,residual_sugar,1.3
424,white,5,chlorides,0.035
424,white,5,free_sulfur_dioxide,18
424,white,5,total_sulfur_dioxide,86
424,white,5,density,0.9908
424,white,5,pH,2.99
424,white,5,sulphates,0.39
424,white,5,alcohol,11.3
425,white,4,fixed_acidity,6
425,white,4,volatile_acidity,0.59
425,white,4,citric_acid,0
425,white,4,residual_sugar,0.8
425,white,4,chlorides,0.037
425,white,4,free_sulfur_dioxide,30
425,white,4,total_sulfur_dioxide,95
425,white,4,density,0.99032
425,white,4,pH,3.1
425,white,4,sulphates,0.4
425,white,4,alcohol,10.9
426,white,5,fixed_acidity,7
426,white,5,volatile_acidity,0.39
426,white,5,citric_acid,0.31
426,white,5,residual_sugar,5.3
426,white,5,chlorides,0.169
426,white,5,free_sulfur_dioxide,32
426,white,5,total_sulfur_dioxide,162
426,white,5,density,0.9965
426,white,5,pH,3.2
426,white,5,sulphates,0.48
426,white,5,alcohol,9.4
427,white,5,fixed_acidity,6.6
427,white,5,volatile_acidity,0.32
427,white,5,citric_acid,0.27
427,white,5,residual_sugar,10.9
427,white,5,chlorides,0.041
427,white,5,free_sulfur_dioxide,37
427,white,5,total_sulfur_dioxide,146
427,white,5,density,0.9963
427,white,5,pH,3.24
427,white,5,sulphates,0.47
427,white,5,alcohol,10
428,red,7,fixed_acidity,7.8
428,red,7,volatile_acidity,0.32
428,red,7,citric_acid,0.44
428,red,7,residual_sugar,2.7
428,red,7,chlorides,0.104
428,red,7,free_sulfur_dioxide,8
428,red,7,total_sulfur_dioxide,17
428,red,7,density,0.99732
428,red,7,pH,3.33
428,red,7,sulphates,0.78
428,red,7,alcohol,11
429,white,5,fixed_acidity,6.5
429,white,5,volatile_acidity,0.22
429,white,5,citric_acid,0.25
429,white,5,residual_sugar,17.1
429,white,5,chlorides,0.05
429,white,5,free_sulfur_dioxide,44
429,white,5,total_sulfur_dioxide,138
429,white,5,density,1.0001
429,white,5,pH,3.3
429,white,5,sulphates,0.37
429,white,5,alcohol,8.8
430,white,6,fixed_acidity,7.4
430,white,6,volatile_acidity,0.15
430,white,6,citric_acid,0.42
430,white,6,residual_sugar,1.7
430,white,6,chlorides,0.045
430,white,6,free_sulfur_dioxide,49
430,white,6,total_sulfur_dioxide,154
430,white,6,density,0.992
430,white,6,pH,3
430,white,6,sulphates,0.6
430,white,6,alcohol,10.4
431,white,5,fixed_acidity,6.4
431,white,5,volatile_acidity,0.18
431,white,5,citric_acid,0.74
431,white,5,residual_sugar,11.9
431,white,5,chlorides,0.046
431,white,5,free_sulfur_dioxide,54
431,white,5,total_sulfur_dioxide,168
431,white,5,density,0.9978
431,white,5,pH,3.58
431,white,5,sulphates,0.68
431,white,5,alcohol,10.1
432,white,5,fixed_acidity,7.9
432,white,5,volatile_acidity,0.35
432,white,5,citric_acid,0.36
432,white,5,residual_sugar,1.6
432,white,5,chlorides,0.038
432,white,5,free_sulfur_dioxide,11
432,white,5,total_sulfur_dioxide,124
432,white,5,density,0.9928
432,white,5,pH,3.25
432,white,5,sulphates,0.48
432,white,5,alcohol,11
433,white,6,fixed_acidity,7.8
433,white,6,volatile_acidity,0.16
433,white,6,citric_acid,0.41
433,white,6,residual_sugar,1.7
433,white,6,chlorides,0.026
433,white,6,free_sulfur_dioxide,29
433,white,6,total_sulfur_dioxide,140
433,white,6,density,0.991
433,white,6,pH,3.02
433,white,6,sulphates,0.78
433,white,6,alcohol,12.5
434,red,4,fixed_acidity,6.5
434,red,4,volatile_acidity,0.67
434,red,4,citric_acid,0
434,red,4,residual_sugar,4.3
434,red,4,chlorides,0.057
434,red,4,free_sulfur_dioxide,11
434,red,4,total_sulfur_dioxide,20
434,red,4,density,0.99488
434,red,4,pH,3.45
434,red,4,sulphates,0.56
434,red,4,alcohol,11.8
435,white,4,fixed_acidity,6.9
435,white,4,volatile_acidity,0.26
435,white,4,citric_acid,0.49
435,white,4,residual_sugar,1.6
435,white,4,chlorides,0.058
435,white,4,free_sulfur_dioxide,39
435,white,4,total_sulfur_dioxide,166
435,white,4,density,0.9965
435,white,4,pH,3.65
435,white,4,sulphates,0.52
435,white,4,alcohol,9.4
436,red,5,fixed_acidity,8.8
436,red,5,volatile_acidity,0.41
436,red,5,citric_acid,0.64
436,red,5,residual_sugar,2.2
436,red,5,chlorides,0.093
436,red,5,free_sulfur_dioxide,9
436,red,5,total_sulfur_dioxide,42
436,red,5,density,0.9986
436,red,5,pH,3.54
436,red,5,sulphates,0.66
436,red,5,alcohol,10.5
437,white,7,fixed_acidity,5.6
437,white,7,volatile_acidity,0.24
437,white,7,citric_acid,0.34
437,white,7,residual_sugar,2
437,white,7,chlorides,0.041
437,white,7,free_sulfur_dioxide,14
437,white,7,total_sulfur_dioxide,73
437,white,7,density,0.98981
437,white,7,pH,3.04
437,white,7,sulphates,0.45
437,white,7,alcohol,11.6
438,white,7,fixed_acidity,5.1
438,white,7,volatile_acidity,0.33
438,white,7,citric_acid,0.22
438,white,7,residual_sugar,1.6
438,white,7,chlorides,0.027
438,white,7,free_sulfur_dioxide,18
438,white,7,total_sulfur_dioxide,89
438,white,7,density,0.9893
438,white,7,pH,3.51
438,white,7,sulphates,0.38
438,white,7,alcohol,12.5
439,white,6,fixed_acidity,7.4
439,white,6,volatile_acidity,0.3
439,white,6,citric_acid,0.3
439,white,6,residual_sugar,5.2
439,white,6,chlorides,0.053
439,white,6,free_sulfur_dioxide,45
439,white,6,total_sulfur_dioxide,163
439,white,6,density,0.9941
439,white,6,pH,3.12
439,white,6,sulphates,0.45
439,white,6,alcohol,10.3
440,white,5,fixed_acidity,6
440,white,5,volatile_acidity,0.45
440,white,5,citric_acid,0.42
440,white,5,residual_sugar,1.1
440,white,5,chlorides,0.051
440,white,5,free_sulfur_dioxide,61
440,white,5,total_sulfur_dioxide,197
440,white,5,density,0.9932
440,white,5,pH,3.02
440,white,5,sulphates,0.4
440,white,5,alcohol,9
441,red,5,fixed_acidity,8.4
441,red,5,volatile_acidity,0.715
441,red,5,citric_acid,0.2
441,red,5,residual_sugar,2.4
441,red,5,chlorides,0.076
441,red,5,free_sulfur_dioxide,10
441,red,5,total_sulfur_dioxide,38
441,red,5,density,0.99735
441,red,5,pH,3.31
441,red,5,sulphates,0.64
441,red,5,alcohol,9.4
442,red,5,fixed_acidity,8.1
442,red,5,volatile_acidity,0.82
442,red,5,citric_acid,0
442,red,5,residual_sugar,4.1
442,red,5,chlorides,0.095
442,red,5,free_sulfur_dioxide,5
442,red,5,total_sulfur_dioxide,14
442,red,5,density,0.99854
442,red,5,pH,3.36
442,red,5,sulphates,0.53
442,red,5,alcohol,9.6
443,red,6,fixed_acidity,9.3
443,red,6,volatile_acidity,0.36
443,red,6,citric_acid,0.39
443,red,6,residual_sugar,1.5
443,red,6,chlorides,0.08
443,red,6,free_sulfur_dioxide,41
443,red,6,total_sulfur_dioxide,55
443,red,6,density,0.99652
443,red,6,pH,3.47
443,red,6,sulphates,0.73
443,red,6,alcohol,10.9
444,red,5,fixed_acidity,7.3
444,red,5,volatile_acidity,0.45
444,red,5,citric_acid,0.36
444,red,5,residual_sugar,5.9
444,red,5,chlorides,0.074
444,red,5,free_sulfur_dioxide,12
444,red,5,total_sulfur_dioxide,87
444,red,5,density,0.9978
444,red,5,pH,3.33
444,red,5,sulphates,0.83
444,red,5,alcohol,10.5
445,white,6,fixed_acidity,7.5
445,white,6,volatile_acidity,0.29
445,white,6,citric_acid,0.67
445,white,6,residual_sugar,8.1
445,white,6,chlorides,0.037
445,white,6,free_sulfur_dioxide,53
445,white,6,total_sulfur_dioxide,166
445,white,6,density,0.9966
445,white,6,pH,2.9
445,white,6,sulphates,0.41
445,white,6,alcohol,8.9
446,white,6,fixed_acidity,6.2
446,white,6,volatile_acidity,0.15
446,white,6,citric_acid,0.49
446,white,6,residual_sugar,0.9
446,white,6,chlorides,0.033
446,white,6,free_sulfur_dioxide,17
446,white,6,total_sulfur_dioxide,51
446,white,6,density,0.9932
446,white,6,pH,3.3
446,white,6,sulphates,0.7
446,white,6,alcohol,9.4
447,white,8,fixed_acidity,6.2
447,white,8,volatile_acidity,0.22
447,white,8,citric_acid,0.49
447,white,8,residual_sugar,6
447,white,8,chlorides,0.029
447,white,8,free_sulfur_dioxide,31
447,white,8,total_sulfur_dioxide,128
447,white,8,density,0.9928
447,white,8,pH,3.41
447,white,8,sulphates,0.36
447,white,8,alcohol,11.3
448,white,6,fixed_acidity,7.2
448,white,6,volatile_acidity,0.23
448,white,6,citric_acid,0.32
448,white,6,residual_sugar,8.5
448,white,6,chlorides,0.058
448,white,6,free_sulfur_dioxide,47
448,white,6,total_sulfur_dioxide,186
448,white,6,density,0.9956
448,white,6,pH,3.19
448,white,6,sulphates,0.4
448,white,6,alcohol,9.9
449,white,7,fixed_acidity,6.4
449,white,7,volatile_acidity,0.31
449,white,7,citric_acid,0.28
449,white,7,residual_sugar,1.5
449,white,7,chlorides,0.037
449,white,7,free_sulfur_dioxide,12
449,white,7,total_sulfur_dioxide,119
449,white,7,density,0.9919
449,white,7,pH,3.32
449,white,7,sulphates,0.51
449,white,7,alcohol,10.4
450,white,6,fixed_acidity,7.1
450,white,6,volatile_acidity,0.23
450,white,6,citric_acid,0.35
450,white,6,residual_sugar,16.5
450,white,6,chlorides,0.04
450,white,6,free_sulfur_dioxide,60
450,white,6,total_sulfur_dioxide,171
450,white,6,density,0.999
450,white,6,pH,3.16
450,white,6,sulphates,0.59
450,white,6,alcohol,9.1
451,white,4,fixed_acidity,5.3
451,white,4,volatile_acidity,0.47
451,white,4,citric_acid,0.1
451,white,4,residual_sugar,1.3
451,white,4,chlorides,0.036
451,white,4,free_sulfur_dioxide,11
451,white,4,total_sulfur_dioxide,74
451,white,4,density,0.99082
451,white,4,pH,3.48
451,white,4,sulphates,0.54
451,white,4,alcohol,11.2
452,white,6,fixed_acidity,6.4
452,white,6,volatile_acidity,0.38
452,white,6,citric_acid,0.2
452,white,6,residual_sugar,5.3
452,white,6,chlorides,0.117
452,white,6,free_sulfur_dioxide,57
452,white,6,total_sulfur_dioxide,181
452,white,6,density,0.99459
452,white,6,pH,3.24
452,white,6,sulphates,0.43
452,white,6,alcohol,9.5
453,red,5,fixed_acidity,7.7
453,red,5,volatile_acidity,0.705
453,red,5,citric_acid,0.1
453,red,5,residual_sugar,2.6
453,red,5,chlorides,0.084
453,red,5,free_sulfur_dioxide,9
453,red,5,total_sulfur_dioxide,26
453,red,5,density,0.9976
453,red,5,pH,3.39
453,red,5,sulphates,0.49
453,red,5,alcohol,9.7
454,red,5,fixed_acidity,8.4
454,red,5,volatile_acidity,0.6
454,red,5,citric_acid,0.1
454,red,5,residual_sugar,2.2
454,red,5,chlorides,0.085
454,red,5,free_sulfur_dioxide,14
454,red,5,total_sulfur_dioxide,111
454,red,5,density,0.9964
454,red,5,pH,3.15
454,red,5,sulphates,0.66
454,red,5,alcohol,9.8
455,white,5,fixed_acidity,7.2
455,white,5,volatile_acidity,0.14
455,white,5,citric_acid,0.35
455,white,5,residual_sugar,1.2
455,white,5,chlorides,0.036
455,white,5,free_sulfur_dioxide,15
455,white,5,total_sulfur_dioxide,73
455,white,5,density,0.9938
455,white,5,pH,3.46
455,white,5,sulphates,0.39
455,white,5,alcohol,9.9
456,white,5,fixed_acidity,7.7
456,white,5,volatile_acidity,0.3
456,white,5,citric_acid,0.23
456,white,5,residual_sugar,2
456,white,5,chlorides,0.068
456,white,5,free_sulfur_dioxide,28
456,white,5,total_sulfur_dioxide,138
456,white,5,density,0.99382
456,white,5,pH,3.11
456,white,5,sulphates,0.62
456,white,5,alcohol,9.8
457,white,5,fixed_acidity,6.7
457,white,5,volatile_acidity,0.24
457,white,5,citric_acid,0.33
457,white,5,residual_sugar,12.3
457,white,5,chlorides,0.046
457,white,5,free_sulfur_dioxide,31
457,white,5,total_sulfur_dioxide,145
457,white,5,density,0.9983
457,white,5,pH,3.36
457,white,5,sulphates,0.4
457,white,5,alcohol,9.5
458,red,6,fixed_acidity,8.2
458,red,6,volatile_acidity,0.44
458,red,6,citric_acid,0.24
458,red,6,residual_sugar,2.3
458,red,6,chlorides,0.063
458,red,6,free_sulfur_dioxide,10
458,red,6,total_sulfur_dioxide,28
458,red,6,density,0.99613
458,red,6,pH,3.25
458,red,6,sulphates,0.53
458,red,6,alcohol,10.2
459,white,5,fixed_acidity,6.4
459,white,5,volatile_acidity,0.32
459,white,5,citric_acid,0.26
459,white,5,residual_sugar,7.9
459,white,5,chlorides,0.05
459,white,5,free_sulfur_dioxide,53
459,white,5,total_sulfur_dioxide,180
459,white,5,density,0.99514
459,white,5,pH,3.14
459,white,5,sulphates,0.5
459,white,5,alcohol,9.6
460,red,6,fixed_acidity,10.3
460,red,6,volatile_acidity,0.53
460,red,6,citric_acid,0.48
460,red,6,residual_sugar,2.5
460,red,6,chlorides,0.063
460,red,6,free_sulfur_dioxide,6
460,red,6,total_sulfur_dioxide,25
460,red,6,density,0.9998
460,red,6,pH,3.12
460,red,6,sulphates,0.59
460,red,6,alcohol,9.3
461,red,5,fixed_acidity,8.3
461,red,5,volatile_acidity,0.65
461,red,5,citric_acid,0.1
461,red,5,residual_sugar,2.9
461,red,5,chlorides,0.089
461,red,5,free_sulfur_dioxide,17
461,red,5,total_sulfur_dioxide,40
461,red,5,density,0.99803
461,red,5,pH,3.29
461,red,5,sulphates,0.55
461,red,5,alcohol,9.5
462,white,5,fixed_acidity,6.8
462,white,5,volatile_acidity,0.29
462,white,5,citric_acid,0.5
462,white,5,residual_sugar,13.3
462,white,5,chlorides,0.053
462,white,5,free_sulfur_dioxide,48
462,white,5,total_sulfur_dioxide,194
462,white,5,density,0.9974
462,white,5,pH,3.09
462,white,5,sulphates,0.45
462,white,5,alcohol,9.4
463,white,6,fixed_acidity,5.9
463,white,6,volatile_acidity,0.18
463,white,6,citric_acid,0.29
463,white,6,residual_sugar,4.6
463,white,6,chlorides,0.032
463,white,6,free_sulfur_dioxide,68
463,white,6,total_sulfur_dioxide,137
463,white,6,density,0.99159
463,white,6,pH,3.21
463,white,6,sulphates,0.38
463,white,6,alcohol,11.3
464,white,6,fixed_acidity,6.4
464,white,6,volatile_acidity,0.17
464,white,6,citric_acid,0.34
464,white,6,residual_sugar,1.5
464,white,6,chlorides,0.093
464,white,6,free_sulfur_dioxide,43
464,white,6,total_sulfur_dioxide,136
464,white,6,density,0.9938
464,white,6,pH,3.25
464,white,6,sulphates,0.49
464,white,6,alcohol,9.6
465,white,5,fixed_acidity,8.6
465,white,5,volatile_acidity,0.36
465,white,5,citric_acid,0.26
465,white,5,residual_sugar,11.1
465,white,5,chlorides,0.03
465,white,5,free_sulfur_dioxide,43.5
465,white,5,total_sulfur_dioxide,171
465,white,5,density,0.9948
465,white,5,pH,3.03
465,white,5,sulphates,0.49
465,white,5,alcohol,12
466,white,6,fixed_acidity,7
466,white,6,volatile_acidity,0.21
466,white,6,citric_acid,0.28
466,white,6,residual_sugar,8.7
466,white,6,chlorides,0.045
466,white,6,free_sulfur_dioxide,37
466,white,6,total_sulfur_dioxide,222
466,white,6,density,0.9954
466,white,6,pH,3.25
466,white,6,sulphates,0.54
466,white,6,alcohol,10.4
467,white,5,fixed_acidity,5.8
467,white,5,volatile_acidity,0.25
467,white,5,citric_acid,0.26
467,white,5,residual_sugar,13.1
