order,family,Genus,species,mass_g,gestation_mo,newborn_g,weaning_mo,wean_mass_g,AFR_mo,max_life_mo,litter_size,litters_per_year
Lagomorpha,Leporidae,Lepus,californicus,2317,1.43,84.34,1.34,1300,8,81,2.93,3.73
Lagomorpha,Leporidae,Lepus,europaeus,3673.33,1.42,119.67,0.94,390,7.77,89,2.82,3.75
Lagomorpha,Leporidae,Lepus,saxatilis,2686,1.38,98,NA,NA,NA,NA,1.58,3.9
Lagomorpha,Leporidae,Oryctolagus,cuniculus,1558.25,1.02,39.61,0.85,214,5.13,120,5.54,4.33
Lagomorpha,Leporidae,Poelagus,marjorita,2500,1.25,NA,NA,NA,NA,NA,1.5,NA
Lagomorpha,Leporidae,Pronolagus,randensis,2470,NA,NA,NA,NA,NA,NA,1.1,NA
Lagomorpha,Leporidae,Pronolagus,crassicaudatus,1945,NA,NA,NA,NA,NA,NA,1.5,NA
Lagomorpha,Leporidae,Pronolagus,rupestris,1700,NA,NA,NA,NA,NA,NA,2,NA
Lagomorpha,Leporidae,Romerolagus,diazi,494.5,1.27,30.62,0.86,102.6,6.33,NA,2.18,NA
Lagomorpha,Leporidae,Sylvilagus,brasiliensis,950,1.19,NA,0.88,NA,4.17,NA,3.2,4.5
Lagomorpha,Leporidae,Sylvilagus,palustris,1233,1.11,NA,NA,NA,7.21,NA,2.34,NA
Lagomorpha,Leporidae,Sylvilagus,transitionalis,902.6,0.93,30,0.53,NA,3.96,NA,4.75,2.5
Lagomorpha,Leporidae,Sylvilagus,aquaticus,2120.67,1.26,57.67,0.47,160,6.53,NA,3.14,3.23
Lagomorpha,Leporidae,Sylvilagus,bachmani,707.67,0.9,28.17,0.63,NA,5.07,NA,3.64,3.25
Lagomorpha,Leporidae,Sylvilagus,nuttallii,759.96,0.97,NA,1.13,NA,3.97,NA,3.63,3.5
Lagomorpha,Leporidae,Sylvilagus,floridanus,1269,0.9,34.33,0.8,118.5,4.06,108,5.13,3.89
Lagomorpha,Leporidae,Sylvilagus,audubonii,909.38,0.94,34.5,0.92,NA,5.39,NA,2.97,5
Lagomorpha,Ochotonidae,Ochotona,macrotis,167,NA,NA,NA,NA,12,NA,3.52,NA
Lagomorpha,Ochotonidae,Ochotona,curzoniae,NA,0.75,11.2,NA,NA,NA,NA,3.93,NA
Lagomorpha,Ochotonidae,Ochotona,collaris,129,1,NA,NA,NA,12,72,4,1.5
Lagomorpha,Ochotonidae,Ochotona,roylei,115,NA,7,0.7,NA,0.74,NA,3,1.75
Lagomorpha,Ochotonidae,Ochotona,dauurica,128,NA,NA,NA,NA,0.7,NA,6.5,2
Lagomorpha,Ochotonidae,Ochotona,alpina,NA,1,7.87,0.7,NA,0.92,NA,3.78,2.11
Lagomorpha,Ochotonidae,Ochotona,princeps,140.2,1,10.67,0.91,81.12,11.42,84,2.9,2.17
Lagomorpha,Ochotonidae,Ochotona,rutila,NA,NA,NA,NA,NA,NA,NA,NA,2.5
Lagomorpha,Ochotonidae,Ochotona,pallasi,NA,0.83,7,0.7,NA,0.92,NA,5.6,2.67
Lagomorpha,Ochotonidae,Ochotona,pusilla,NA,0.74,7,0.72,NA,1.02,NA,8.41,2.78
Lagomorpha,Ochotonidae,Ochotona,rufescens,250,0.86,11.4,0.65,72.3,1.71,NA,5.75,3.33
Macroscelidea,Macroscelididae,Elephantulus,rupestris,60,1.87,NA,NA,NA,NA,NA,NA,NA
Macroscelidea,Macroscelididae,Elephantulus,fuscus,NA,NA,NA,NA,NA,NA,NA,1,NA
Macroscelidea,Macroscelididae,Elephantulus,intufi,51.95,1.7,10,1.25,NA,11,105,1.6,NA
Macroscelidea,Macroscelididae,Elephantulus,myurus,51.94,1.8,8.1,1,NA,2.26,NA,1.91,NA
Macroscelidea,Macroscelididae,Elephantulus,rozeti,48,2.5,NA,NA,NA,NA,36,2.5,2
Macroscelidea,Macroscelididae,Elephantulus,rufescens,58,1.93,10.73,0.77,28.99,2.4,72,1.42,5.25
Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,44.33,NA,NA,NA,NA,NA,NA,1.75,5.5
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,40,2.14,7,0.62,NA,1.45,NA,1.6,NA
Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,220,NA,31,NA,NA,NA,NA,1.17,NA
Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,540,1.4,80,0.49,180,1.25,60,1,4.5
Perissodactyla,Equidae,Equus,asinus,25e4,11.97,29166.67,NA,NA,22.8,564,1,NA
Perissodactyla,Equidae,Equus,kiang,275e3,9.83,NA,NA,NA,NA,319,NA,0.5
Perissodactyla,Equidae,Equus,grevyi,384e3,13.32,4e4,9.17,NA,48,345,1,0.5
Perissodactyla,Equidae,Equus,zebra,296e3,12.02,3e4,10,NA,40.33,354,1,0.6
Perissodactyla,Equidae,Equus,burchellii,257e3,12.16,32292,10.76,174500,25.73,480,1,0.64
Perissodactyla,Equidae,Equus,hemionus,23e4,11.44,NA,12.5,NA,27.75,274,1,0.67
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,2233333.33,15.87,51166.67,12,NA,66.57,600,1,0.42
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,1266666.67,7.75,23e3,16.5,NA,90,392,1,0.29
Perissodactyla,Rhinocerotidae,Diceros,bicornis,927766.67,16.12,34166.67,19.92,NA,59.51,550,1,0.39
Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,1602333.33,16.44,58204.55,15,885812.33,72.85,564,1,0.3
Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,175e4,16.5,NA,18,NA,42,252,1,0.32
Perissodactyla,Tapiridae,Tapirus,pinchaque,148950,13.09,4270,NA,NA,NA,NA,1,NA
Perissodactyla,Tapiridae,Tapirus,terrestris,2e5,13.18,5417.5,9.5,86260,23,420,1,NA
Perissodactyla,Tapiridae,Tapirus,indicus,296250,12.76,7100,6.37,NA,46,NA,1,0.5
Perissodactyla,Tapiridae,Tapirus,bairdii,3e5,13.17,9400,NA,NA,NA,NA,1,0.71
Pholidota,Manidae,Manis,gigantea,33e3,NA,500,NA,6e3,NA,NA,NA,NA
Pholidota,Manidae,Manis,javanica,5150,NA,NA,NA,NA,NA,NA,1,NA
Pholidota,Manidae,Manis,pentadactyla,2350,NA,92.5,2.87,NA,NA,NA,1,NA
Pholidota,Manidae,Manis,tricuspis,1480,4,120,4.83,675,24,NA,1,NA
Pholidota,Manidae,Manis,crassicaudata,3900,2.25,331.75,NA,NA,NA,240,1,NA
Pholidota,Manidae,Manis,tetradactyla,2750,NA,NA,NA,400,NA,NA,1.05,NA
Pholidota,Manidae,Manis,temminckii,7230,4.63,338,1.17,948.7,NA,NA,1,1
Primates,Callitrichidae,Callimico,goeldii,558.33,5.18,49.07,2.07,215,17.33,215,1,1.17
Primates,Callitrichidae,Callithrix,humeralifer,343.33,NA,34.5,3.5,NA,NA,NA,NA,NA
Primates,Callitrichidae,Callithrix,argentata,357.25,NA,NA,NA,NA,NA,NA,1.87,NA
Primates,Callitrichidae,Callithrix,pygmaea,116.83,4.6,16.16,3,70,20.55,216,1.98,NA
Primates,Callitrichidae,Callithrix,penicillata,307,NA,NA,NA,NA,NA,NA,2,NA
Primates,Callitrichidae,Callithrix,flaviceps,406,NA,NA,NA,NA,NA,NA,2,NA
Primates,Callitrichidae,Callithrix,jacchus,309,4.9,27.12,5.42,97,16.33,144,2.24,2
Primates,Callitrichidae,Leontopithecus,rosalia,558,4.35,55.07,4.3,165,25.01,338,1.95,1.75
Primates,Callitrichidae,Saguinus,leucopus,490,NA,44,NA,NA,NA,NA,NA,NA
Primates,Callitrichidae,Saguinus,imperator,445.8,NA,35,NA,NA,NA,240,NA,NA
Primates,Callitrichidae,Saguinus,bicolor,465,5.33,NA,NA,NA,NA,NA,1.5,NA
Primates,Callitrichidae,Saguinus,nigricollis,411,NA,43.7,2.7,175,27.96,NA,1.66,NA
Primates,Callitrichidae,Saguinus,mystax,526.13,5,46.9,5.62,NA,NA,NA,1.89,NA
Primates,Callitrichidae,Saguinus,geoffroyi,499.33,4.67,46.03,1.83,NA,18,NA,1.97,NA
Primates,Callitrichidae,Saguinus,fuscicollis,370,4.91,39.6,3,NA,20.37,288,1.8,1
Primates,Callitrichidae,Saguinus,oedipus,401,5.84,40.22,7.79,102.5,25.33,300,1.92,1
Primates,Callitrichidae,Saguinus,labiatus,501.33,4.83,42.33,7.46,NA,NA,NA,1.91,1.2
Primates,Callitrichidae,Saguinus,midas,466.75,4.6,40,2.34,NA,21.06,156,1.8,1.36
Primates,Cebidae,Alouatta,pigra,11600,6.23,480,NA,NA,NA,NA,1,NA
Primates,Cebidae,Alouatta,seniculus,5555.29,6.37,295,12.3,NA,54.96,NA,1.2,NA
Primates,Cebidae,Alouatta,palliata,5659.14,6.22,368.75,14.22,1100,42.3,240,1,0.6
Primates,Cebidae,Alouatta,caraya,5353,6.23,187.5,6.42,NA,41.51,NA,1,0.98
Primates,Cebidae,Aotus,trivirgatus,833.56,4.67,91.18,3.14,360,29.46,324,1.12,NA
Primates,Cebidae,Aotus,lemurinus,874,4.43,98,2.5,NA,NA,NA,1,1
Primates,Cebidae,Aotus,azarai,1230,NA,NA,7.7,NA,NA,NA,1,1
Primates,Cebidae,Ateles,belzebuth,5400,4.63,NA,NA,NA,NA,NA,1,NA
Primates,Cebidae,Ateles,geoffroyi,6265.8,7.39,447.5,23.47,2e3,72.34,576,1,0.32
Primates,Cebidae,Ateles,paniscus,7758.8,7.39,461.67,26.15,3790,54.73,NA,1,0.5
Primates,Cebidae,Ateles,fusciceps,7761.8,7.47,235,12.9,NA,56.28,240,1,0.5
Primates,Cebidae,Brachyteles,arachnoides,11142.5,7.76,NA,21.75,NA,90,NA,1,0.34
Primates,Cebidae,Cacajao,calvus,4092,6,NA,21.14,NA,32.9,372,1,0.5
Primates,Cebidae,Callicebus,torquatus,1050,NA,NA,5,NA,48.8,NA,1,NA
Primates,Cebidae,Callicebus,cupreus,1120,4.33,74,6.77,NA,NA,NA,1,0.93
Primates,Cebidae,Callicebus,moloch,850,5.49,72.2,3.5,NA,36,300,1.17,1
Primates,Cebidae,Cebus,olivaceus,2410,NA,NA,24.33,NA,72,NA,1,NA
Primates,Cebidae,Cebus,capucinus,2602.57,5.7,237.25,17.12,1350,48,660,1,0.46
Primates,Cebidae,Cebus,apella,2528.5,5.33,225.42,10.09,1e3,57.56,540,1,0.55
Primates,Cebidae,Cebus,albifrons,2539.07,5.17,232.42,8.15,NA,45.66,480,1,0.67
Primates,Cebidae,Chiropotes,albinasus,2900,5,NA,NA,NA,48,NA,1,NA
Primates,Cebidae,Chiropotes,satanas,2750,5,NA,NA,NA,48,216,1,NA
Primates,Cebidae,Lagothrix,lagotricha,6076.25,8.35,213.96,11.57,NA,81.49,311,1,0.5
Primates,Cebidae,Pithecia,monachus,1926.67,NA,120.67,NA,NA,NA,168,1,NA
Primates,Cebidae,Pithecia,pithecia,1377.2,5.32,NA,4,NA,25.48,420,1,NA
Primates,Cebidae,Saimiri,oerstedi,580,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cebidae,Saimiri,sciureus,607.8,5.71,113.25,6.4,410.5,38.71,252,1,1.33
Primates,Cercopithecidae,Allenopithecus,nigroviridis,3301.67,NA,221,2.5,NA,NA,276,1,NA
Primates,Cercopithecidae,Cercocebus,galeritus,5425.75,5.85,NA,12,2170,74.54,228,1,NA
Primates,Cercopithecidae,Cercocebus,torquatus,7036.67,5.61,NA,NA,NA,57.6,246,1,NA
Primates,Cercopithecidae,Cercopithecus,wolfi,2870,NA,435,NA,NA,NA,NA,NA,NA
Primates,Cercopithecidae,Cercopithecus,lhoesti,4700,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,mona,3833.33,NA,283,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,nictitans,4225.33,5.67,406,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,erythrotis,NA,NA,NA,16,NA,NA,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,cephus,2866.25,5.67,339,NA,NA,60,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,pogonias,2973.67,5.67,339,NA,NA,60,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,ascanius,3392.6,5,371,6,NA,60,NA,1,NA
Primates,Cercopithecidae,Cercopithecus,campbelli,3150,6,NA,12,NA,NA,351,1,NA
Primates,Cercopithecidae,Cercopithecus,mitis,5685.71,4.5,391.65,10.37,NA,60.62,NA,1,0.5
Primates,Cercopithecidae,Cercopithecus,solatus,3920,NA,NA,NA,NA,57,NA,1,0.67
Primates,Cercopithecidae,Cercopithecus,neglectus,4670.17,5.75,305,13,1640,50.8,NA,1,1
Primates,Cercopithecidae,Cercopithecus,diana,4216.5,NA,463,12,NA,64.5,418,1,1
Primates,Cercopithecidae,Chlorocebus,aethiops,3732.64,5.62,337.79,6.99,1036.5,47.37,372,1,1
Primates,Cercopithecidae,Colobus,angolensis,9e3,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Colobus,satanas,9500,6.5,NA,16,NA,NA,NA,1,NA
Primates,Cercopithecidae,Colobus,polykomos,8508,6.26,573.4,8.87,1240,79.79,312,1,0.55
Primates,Cercopithecidae,Colobus,guereza,9725.17,5.67,497,12.38,1600,53.4,288,1,0.59
Primates,Cercopithecidae,Erythrocebus,patas,5883.4,5.56,546.5,5.33,1950,32.84,287,1,0.97
Primates,Cercopithecidae,Lophocebus,albigena,6725.8,5.97,462.5,7.67,2170,57.58,392,1,0.36
Primates,Cercopithecidae,Macaca,thibetana,10036.67,5.67,533.33,18.8,2400,NA,NA,1,0.5
Primates,Cercopithecidae,Macaca,fuscata,8857.5,5.72,504.96,12.06,1767.5,55.02,NA,1.33,0.5
Primates,Cercopithecidae,Macaca,maura,5575,5.43,389.5,16.67,NA,60,NA,1,0.55
Primates,Cercopithecidae,Macaca,sylvanus,9752.6,5.49,450,7,2420,49.81,NA,1.5,0.55
Primates,Cercopithecidae,Macaca,arctoides,7307.67,6,486.2,11.2,2300,47.76,NA,1,0.61
Primates,Cercopithecidae,Macaca,nigra,6211.67,5.78,457.67,7,NA,63.21,216,1,0.67
Primates,Cercopithecidae,Macaca,sinica,3495,NA,446,13.03,NA,54,420,1,0.69
Primates,Cercopithecidae,Macaca,silenus,4875,5.94,418,12,NA,53.16,NA,1,0.7
Primates,Cercopithecidae,Macaca,mulatta,5413.4,5.47,476.2,9.47,1454,41.08,259,1,0.75
Primates,Cercopithecidae,Macaca,cyclopis,6316.67,5.4,401,6.87,NA,NA,NA,1,0.8
Primates,Cercopithecidae,Macaca,nemestrina,6133.1,5.71,476.24,10.66,1416.5,43.64,316,1,0.85
Primates,Cercopithecidae,Macaca,fascicularis,3456.29,5.49,407.82,9.58,990.33,43.56,445,1,0.93
Primates,Cercopithecidae,Macaca,radiata,3735,5.43,391.33,10.72,2e3,45.35,NA,1,1
Primates,Cercopithecidae,Mandrillus,leucophaeus,9087.5,6.19,772,16,NA,56.85,343,1,NA
Primates,Cercopithecidae,Mandrillus,sphinx,11916.67,6.02,751.5,11.64,3e3,48.21,349,1.07,0.83
Primates,Cercopithecidae,Miopithecus,talapoin,1093.33,5.4,187.5,5.43,450,53.13,332,1,1
Primates,Cercopithecidae,Nasalis,larvatus,9462.6,5.53,452,7.62,2e3,54,276,1,0.67
Primates,Cercopithecidae,Papio,hamadryas,14028.57,5.94,836.97,8.59,3950,55.17,540,1,0.8
Primates,Cercopithecidae,Presbytis,comata,6200,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Presbytis,rubicunda,6300,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Presbytis,potenziani,6400,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Presbytis,melalophos,6600,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Procolobus,verus,3600,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Procolobus,badius,6163.5,5.63,NA,21.88,NA,48.96,NA,1,NA
Primates,Cercopithecidae,Pygathrix,bieti,9960,NA,427,NA,NA,NA,NA,NA,NA
Primates,Cercopithecidae,Pygathrix,nemaeus,8310,6.25,463,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Semnopithecus,entellus,11253.33,6.3,500,11.48,2100,40.64,300,1.14,0.67
Primates,Cercopithecidae,Theropithecus,gelada,12242.33,5.81,464.5,15.4,3900,46.3,360,1,0.5
Primates,Cercopithecidae,Trachypithecus,francoisi,7325,NA,457,13.1,NA,48,NA,NA,NA
Primates,Cercopithecidae,Trachypithecus,geei,8100,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Trachypithecus,johnii,12e3,NA,NA,NA,NA,NA,NA,1,NA
Primates,Cercopithecidae,Trachypithecus,cristatus,6572,NA,NA,12,NA,48,NA,1,NA
Primates,Cercopithecidae,Trachypithecus,vetulus,7081.75,6.95,432.33,8.23,1100,42,NA,1,0.37
Primates,Cercopithecidae,Trachypithecus,obscurus,6426,4.92,329.83,12,NA,48,NA,1,0.5
Primates,Cercopithecidae,Trachypithecus,phayrei,8400,5.5,NA,10.17,NA,NA,NA,1,0.8
Primates,Cheirogaleidae,Cheirogaleus,major,394.2,2.35,18.04,1.55,NA,NA,106,2.25,NA
Primates,Cheirogaleidae,Cheirogaleus,medius,170.6,2.16,16.33,2.03,NA,13.77,230,2.14,1
Primates,Cheirogaleidae,Microcebus,rufus,69,NA,6.5,1.33,NA,NA,NA,2.5,NA
Primates,Cheirogaleidae,Microcebus,coquereli,306.67,2.95,14.5,4.54,NA,18.2,183,1.7,1
Primates,Cheirogaleidae,Microcebus,murinus,71,1.84,5.78,1.3,NA,12.9,186,2.41,1
Primates,Cheirogaleidae,Phaner,furcifer,400,NA,NA,NA,NA,NA,144,1,NA
Primates,Daubentoniidae,Daubentonia,madagascariensis,2610.33,5.53,123,7.71,1535,39,279,1,1.04
Primates,Galagonidae,Euoticus,elegantulus,280,4.5,NA,NA,NA,NA,NA,NA,NA
Primates,Galagonidae,Galago,alleni,289.2,4.47,24,NA,NA,10.11,NA,1.15,NA
Primates,Galagonidae,Galago,moholi,180,4.1,12.1,3.07,95,10.62,NA,1,2
Primates,Galagonidae,Galago,senegalensis,171.38,4.23,14.05,2.93,116.67,11.33,226,1.59,2
Primates,Galagonidae,Galagoides,demidoff,66,3.12,10.58,1.5,NA,13.88,168,1.57,1
Primates,Galagonidae,Galagoides,zanzibaricus,144,4.1,14.55,NA,NA,10.67,198,1.32,2
Primates,Galagonidae,Otolemur,crassicaudatus,1143.33,4.41,51.21,4.53,500,22.16,216,1.57,1
Primates,Galagonidae,Otolemur,garnettii,731.33,4.4,49,NA,NA,19.48,216,1,1.36
Primates,Hominidae,Gorilla,gorilla,101386.11,8.47,2077.5,27.44,12595,89.33,472,1.01,0.26
Primates,Hominidae,Pan,troglodytes,37618.18,7.36,1669.92,36.54,8500,131.87,726,1.1,0.2
Primates,Hominidae,Pan,paniscus,32733.33,7.75,1411.2,20.87,8500,108,NA,1,0.22
Primates,Hominidae,Pongo,pygmaeus,37115.6,8.67,1671.93,36.79,11e3,110.12,672,1.21,0.22
Primates,Hylobatidae,Hylobates,moloch,6048.4,7.5,NA,NA,NA,NA,NA,1,NA
Primates,Hylobatidae,Hylobates,klossii,5900,7,NA,11,NA,NA,NA,1,NA
Primates,Hylobatidae,Hylobates,hoolock,6500,NA,NA,23.3,NA,84,NA,1,NA
Primates,Hylobatidae,Hylobates,concolor,6389.67,6.84,NA,NA,NA,100.5,NA,1,NA
Primates,Hylobatidae,Hylobates,agilis,5666.67,NA,NA,NA,NA,NA,528,1,NA
Primates,Hylobatidae,Hylobates,syndactylus,9554.67,7.74,527.33,21.1,NA,89.4,300,1.17,0.36
Primates,Hylobatidae,Hylobates,lar,5050.56,7.08,325.71,19.73,1070,103.27,378,1,0.45
Primates,Indridae,Avahi,laniger,1094.43,4.5,NA,5.33,NA,30.96,NA,1,1
Primates,Indridae,Indri,indri,7918,4.85,300,10.41,NA,96,NA,1,0.4
Primates,Indridae,Propithecus,tattersalli,3545,NA,98,5.1,NA,54,NA,NA,NA
Primates,Indridae,Propithecus,diadema,6260,5.93,135,9.1,NA,51.06,NA,NA,0.48
Primates,Indridae,Propithecus,verreauxi,3657.13,4.7,77.64,6.04,NA,39.62,280,1.17,1
Primates,Lemuridae,Eulemur,rubriventer,1765.33,4.28,85.5,NA,NA,NA,NA,1,NA
Primates,Lemuridae,Eulemur,macaco,2171.83,4.37,74.67,5.17,NA,26.14,325,1.06,1
Primates,Lemuridae,Eulemur,mongoz,1666.2,4.29,58.93,5.07,NA,26.17,NA,1.21,1
Primates,Lemuridae,Eulemur,coronatus,1389.25,4.12,59,NA,NA,20,NA,1.32,1
Primates,Lemuridae,Eulemur,fulvus,2426.29,4.02,78.4,5.03,NA,22.59,432,1.08,2
Primates,Lemuridae,Hapalemur,aureus,1390,NA,NA,NA,NA,NA,NA,NA,1
Primates,Lemuridae,Hapalemur,griseus,1202.71,4.73,44.8,4.84,NA,28.93,204,1.2,1.09
Primates,Lemuridae,Lemur,catta,2466.67,4.43,72.14,4.79,NA,24.75,396,1.11,0.93
Primates,Lemuridae,Varecia,variegata,3431.43,3.34,91.99,3.67,2893,24.28,396,2.23,1
Primates,Loridae,Arctocebus,calabarensis,314.14,4.46,29.69,3.69,160,10.36,156,1,1.5
Primates,Loridae,Loris,tardigradus,237,5.56,12.34,5.92,139,13.37,185,1.37,1.5
Primates,Loridae,Nycticebus,pygmaeus,307,6.17,21.5,NA,NA,NA,NA,2,NA
Primates,Loridae,Nycticebus,coucang,966.2,6.34,49.94,5.82,520,23.42,174,1.07,1
Primates,Loridae,Perodicticus,potto,1083.5,6.44,40.51,4.34,NA,18.74,312,1.03,1
Primates,Megaladapidae,Lepilemur,leucopus,700,NA,NA,NA,NA,11.2,NA,NA,NA
Primates,Megaladapidae,Lepilemur,ruficaudatus,779,NA,NA,4,NA,19.56,NA,NA,NA
Primates,Megaladapidae,Lepilemur,mustelinus,713,4.38,37.17,2.81,NA,20.84,144,1,1
Primates,Tarsiidae,Tarsius,pumilis,NA,NA,NA,NA,NA,NA,NA,1,NA
Primates,Tarsiidae,Tarsius,dianae,107,NA,NA,NA,NA,NA,NA,1,NA
Primates,Tarsiidae,Tarsius,syrichta,112,5.98,25.62,2.73,NA,NA,161,1,NA
Primates,Tarsiidae,Tarsius,bancanus,101.2,5.93,25.42,2.02,NA,30.24,NA,1,1.49
Primates,Tarsiidae,Tarsius,spectrum,179.6,5.62,25.7,2.27,NA,13.38,144,1,2.38
Proboscidea,Elephantidae,Elephas,maximus,3178e3,21.12,100038.9,18,NA,126.53,960,1,0.23
Proboscidea,Elephantidae,Loxodonta,africana,3507e3,21.46,99006.25,39.35,6e5,147.51,840,1.02,0.21
Rodentia,Abrocomidae,Abrocoma,cinerea,250,3.78,12.25,NA,NA,NA,NA,1.8,NA
Rodentia,Abrocomidae,Abrocoma,bennetti,307,NA,NA,NA,NA,NA,28,3,2
Rodentia,Agoutidae,Agouti,paca,9e3,3.77,682.4,2.41,NA,10.5,192,1.26,1.5
Rodentia,Anomaluridae,Anomalurus,beecrofti,389,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Anomaluridae,Anomalurus,derbianus,770,NA,NA,NA,NA,NA,NA,1.17,2
Rodentia,Anomaluridae,Anomalurus,pelii,1650,NA,NA,NA,NA,NA,NA,2,2
Rodentia,Anomaluridae,Idiurus,zenkeri,15.75,NA,NA,NA,NA,NA,NA,1,NA
Rodentia,Aplodontidae,Aplodontia,rufa,687,0.98,23.58,1.75,392.52,23.45,72,3.14,1
Rodentia,Bathyergidae,Bathyergus,suillus,635,2.26,34,0.7,NA,NA,NA,3.13,1.5
Rodentia,Bathyergidae,Bathyergus,janetta,332,NA,15.4,0.93,NA,NA,NA,3.5,1.5
Rodentia,Bathyergidae,Cryptomys,damarensis,144,3.05,9,2.73,NA,2.43,NA,2.5,1
Rodentia,Bathyergidae,Cryptomys,hottentotus,132.5,2.67,8.63,1.5,26.05,14.78,115,2.86,1.5
Rodentia,Bathyergidae,Cryptomys,ochraceocinereus,200,NA,NA,NA,NA,NA,NA,NA,2
Rodentia,Bathyergidae,Georychus,capensis,181,1.47,8.4,0.57,36,10,36,5.95,2
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,160,2.9,7,NA,NA,NA,NA,2.6,1.25
Rodentia,Bathyergidae,Heterocephalus,glaber,35,2.23,1.88,1.17,11,7.5,192,8.95,3.5
Rodentia,Capromyidae,Capromys,pilorides,4683.33,4.25,209.5,3.3,NA,8.38,136,2.08,NA
Rodentia,Capromyidae,Geocapromys,ingrahami,660,3.85,78,NA,250,NA,NA,1,NA
Rodentia,Capromyidae,Geocapromys,brownii,1500,3.23,NA,NA,NA,12,118,1.8,2
Rodentia,Capromyidae,Mysateles,melanurus,NA,6.63,NA,6.63,NA,NA,NA,1.75,NA
Rodentia,Capromyidae,Mysateles,prehensilis,NA,NA,NA,NA,NA,NA,NA,2,NA
Rodentia,Capromyidae,Plagiodontia,aedium,1267,4.5,105.85,NA,NA,NA,119,1.22,NA
Rodentia,Castoridae,Castor,fiber,19e3,3.51,537.94,2.33,4200,31.22,420,3.16,NA
Rodentia,Castoridae,Castor,canadensis,19606.67,3.76,455.43,1.85,NA,21.6,NA,3.56,1
Rodentia,Caviidae,Cavia,tschudii,637.5,2.11,NA,NA,NA,2.03,NA,1.9,NA
Rodentia,Caviidae,Cavia,aperea,341,2.07,59.66,0.56,171.05,2.44,NA,2.48,NA
Rodentia,Caviidae,Cavia,porcellus,728,2.24,85.14,0.6,228,2.25,NA,4.3,NA
Rodentia,Caviidae,Dolichotis,salinicola,1600,2.57,196,NA,NA,NA,NA,1.25,NA
Rodentia,Caviidae,Dolichotis,patagonum,12500,2.81,561.94,2.13,NA,5,168,1.71,3.5
Rodentia,Caviidae,Galea,spixii,326,1.78,NA,NA,NA,NA,55,2.4,NA
Rodentia,Caviidae,Galea,musteloides,337.85,1.78,37.99,1.27,136.75,2.18,22,2.63,NA
Rodentia,Caviidae,Kerodon,rupestris,950,2.53,80.33,NA,NA,3.12,132,1.57,NA
Rodentia,Caviidae,Microcavia,australis,350,1.8,30.4,1.28,NA,3.19,NA,2.36,4
Rodentia,Chinchillidae,Chinchilla,brevicaudata,500,4.27,NA,NA,NA,8,240,1.45,1.5
Rodentia,Chinchillidae,Chinchilla,lanigera,642.5,3.7,39.27,1.78,NA,6.45,NA,1.62,2
Rodentia,Chinchillidae,Lagidium,viscacia,600,4.39,260,NA,NA,NA,NA,1.5,NA
Rodentia,Chinchillidae,Lagidium,peruanum,1270,4.04,180,1.94,NA,7.18,234,1,2
Rodentia,Chinchillidae,Lagostomus,maximus,3250,5.14,196,1.78,652.25,7.4,113,2.05,1.75
Rodentia,Ctenodactylidae,Ctenodactylus,vali,174.75,2,18.3,NA,NA,9,NA,2,NA
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,288.8,2.44,29.9,NA,NA,10.5,NA,1.85,1
Rodentia,Ctenodactylidae,Massoutiera,mzabi,194,NA,20.5,NA,NA,NA,NA,2,NA
Rodentia,Ctenomyidae,Ctenomys,torquatus,275,3.53,NA,NA,NA,NA,NA,2.5,NA
Rodentia,Ctenomyidae,Ctenomys,haigi,164,NA,NA,NA,NA,NA,NA,2.6,NA
Rodentia,Ctenomyidae,Ctenomys,peruanus,490,4,34.7,NA,NA,NA,NA,3,NA
Rodentia,Ctenomyidae,Ctenomys,talarum,100,3.87,8,1.2,NA,8.07,NA,4.25,NA
